Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All  Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J10-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke
United States,2018,2,01/13/2018,67501,62573,1044,12408,2036,3212,2886,4373,1050,1237,749,15937,3362,,,,,,,,,,,,,
United States,2018,3,01/20/2018,64650,60052,1040,11871,1955,3103,2930,4193,1027,1222,715,14900,3364,,,,,,,,,,,,,
United States,2018,4,01/27/2018,62784,58011,960,11812,1779,2959,2695,4004,1030,1191,658,14336,3286,,,,,,,,,,,,,
United States,2018,5,02/03/2018,60980,56268,979,11499,1851,2832,2495,3742,1016,1165,679,13902,3089,,,,,,,,,,,,,
United States,2018,6,02/10/2018,61115,56392,917,11912,1849,2695,2308,3856,931,1096,645,14182,3151,,,,,,,,,,,,,
United States,2018,7,02/17/2018,59784,55194,885,11717,1762,2743,2234,3723,954,1113,657,13781,3070,,,,,,,,,,,,,
United States,2018,8,02/24/2018,57798,53232,904,11515,1664,2613,1987,3442,1022,1082,619,13277,2935,,,,,,,,,,,,,
United States,2018,9,03/03/2018,56697,52079,890,11358,1710,2356,1688,3352,920,1028,604,13347,3018,,,,,,,,,,,,,
United States,2018,10,03/10/2018,57097,52471,825,11640,1711,2413,1464,3444,915,1020,665,13392,2910,,,,,,,,,,,,,
United States,2018,11,03/17/2018,56331,51735,843,11371,1686,2484,1414,3401,885,1034,620,13174,2875,,,,,,,,,,,,,
United States,2018,12,03/24/2018,55771,51267,799,11489,1660,2476,1260,3362,903,997,577,13095,2946,,,,,,,,,,,,,
United States,2018,13,03/31/2018,54919,50388,827,11157,1622,2432,1278,3342,893,1039,539,12837,2873,,,,,,,,,,,,,
United States,2018,14,04/07/2018,55296,50515,745,11385,1704,2393,1283,3263,876,984,609,12859,2925,,,,,,,,,,,,,
United States,2018,15,04/14/2018,55228,50630,806,11505,1637,2273,1096,3349,850,1006,596,13013,2973,,,,,,,,,,,,,
United States,2018,16,04/21/2018,54040,49565,756,11260,1636,2327,1055,3180,902,996,584,12493,2779,,,,,,,,,,,,,
United States,2018,17,04/28/2018,53729,49178,763,11439,1571,2275,957,3212,846,993,607,12412,2847,,,,,,,,,,,,,
United States,2018,18,05/05/2018,53742,48917,722,11548,1614,2226,945,3102,832,920,595,12512,2786,,,,,,,,,,,,,
United States,2018,19,05/12/2018,52109,47331,693,11071,1579,2147,788,3037,871,896,553,12174,2576,,,,,,,,,,,,,
United States,2018,20,05/19/2018,50621,46056,680,10995,1501,2115,781,2919,799,903,544,11741,2654,,,,,,,,,,,,,
United States,2018,21,05/26/2018,50932,46387,682,11268,1506,2031,760,2936,776,944,542,11910,2697,,,,,,,,,,,,,
United States,2018,22,06/02/2018,51046,46332,711,11130,1565,2017,753,2911,787,909,590,11775,2632,,,,,,,,,,,,,
United States,2018,23,06/09/2018,52003,46862,683,11300,1519,2079,760,2889,778,909,627,12004,2673,,,,,,,,,,,,,
United States,2018,24,06/16/2018,51389,46406,678,11215,1499,2096,779,2886,789,916,560,11777,2688,,,,,,,,,,,,,
United States,2018,25,06/23/2018,51046,46297,723,11320,1510,2078,737,2847,769,911,596,11659,2727,,,,,,,,,,,,,
United States,2018,26,06/30/2018,50858,46017,661,11276,1477,2084,779,2750,746,917,578,11660,2612,,,,,,,,,,,,,
United States,2018,27,07/07/2018,51686,46552,710,11397,1541,1978,757,2756,801,924,624,11838,2675,,,,,,,,,,,,,
United States,2018,28,07/14/2018,51195,46284,717,11142,1530,2034,689,2690,793,917,577,11788,2661,,,,,,,,,,,,,
United States,2018,29,07/21/2018,50612,45710,747,11175,1480,2087,680,2606,769,919,578,11524,2603,,,,,,,,,,,,,
United States,2018,30,07/28/2018,50276,45434,677,11384,1451,2077,734,2577,767,853,588,11437,2553,,,,,,,,,,,,,
United States,2018,31,08/04/2018,50640,45759,731,11361,1446,2086,677,2566,721,905,603,11465,2687,,,,,,,,,,,,,
United States,2018,32,08/11/2018,50970,45986,700,11444,1530,2112,720,2407,726,893,608,11528,2542,,,,,,,,,,,,,
United States,2018,33,08/18/2018,50305,45713,722,11289,1465,2075,625,2730,740,866,639,11430,2692,,,,,,,,,,,,,
United States,2018,34,08/25/2018,50460,45963,704,11550,1476,2058,677,2592,740,957,597,11270,2587,,,,,,,,,,,,,
United States,2018,35,09/01/2018,50612,45858,704,11341,1490,2177,685,2498,687,925,556,11474,2675,,,,,,,,,,,,,
United States,2018,36,09/08/2018,50301,45448,711,11220,1476,2075,692,2579,722,884,608,11211,2590,,,,,,,,,,,,,
United States,2018,37,09/15/2018,51084,46316,720,11462,1511,2172,722,2582,747,934,591,11433,2566,,,,,,,,,,,,,
United States,2018,38,09/22/2018,51584,46787,727,11635,1567,2234,723,2637,802,867,565,11625,2645,,,,,,,,,,,,,
United States,2018,39,09/29/2018,50960,46414,741,11403,1477,2140,732,2550,766,942,597,11563,2707,,,,,,,,,,,,,
United States,2018,40,10/06/2018,52361,47414,719,11637,1574,2202,828,2666,792,917,628,11741,2717,,,,,,,,,,,,,
United States,2018,41,10/13/2018,51851,47150,744,11592,1579,2199,733,2629,753,864,624,11767,2774,,,,,,,,,,,,,
United States,2018,42,10/20/2018,52982,48433,785,11622,1520,2245,773,2835,832,893,588,12148,2818,,,,,,,,,,,,,
United States,2018,43,10/27/2018,53764,49077,761,11769,1655,2411,789,2715,817,958,670,12173,2870,,,,,,,,,,,,,
United States,2018,44,11/03/2018,53644,48978,749,11685,1628,2380,768,2721,766,957,660,12386,2798,,,,,,,,,,,,,
United States,2018,45,11/10/2018,53561,48847,753,11657,1623,2371,803,2805,830,945,665,12186,2888,,,,,,,,,,,,,
United States,2018,46,11/17/2018,54703,50100,758,11694,1648,2415,880,2931,786,986,612,12685,2903,,,,,,,,,,,,,
United States,2018,47,11/24/2018,54852,50473,733,11717,1700,2527,849,2848,759,1032,657,12813,2947,,,,,,,,,,,,,
United States,2018,48,12/01/2018,55064,50727,763,11388,1719,2384,904,3022,825,1069,739,13229,2928,,,,,,,,,,,,,
United States,2018,49,12/08/2018,55970,51334,808,11694,1759,2469,958,3016,881,1052,707,13048,2942,,,,,,,,,,,,,
United States,2018,50,12/15/2018,56394,51947,821,11895,1658,2504,969,3091,859,1079,691,13098,3054,,,,,,,,,,,,,
United States,2018,51,12/22/2018,56532,51932,850,11729,1748,2500,999,3137,911,1043,731,13363,2957,,,,,,,,,,,,,
United States,2018,52,12/29/2018,56030,51627,797,11423,1708,2408,1084,3248,876,1033,701,13318,2915,,,,,,,,,,,,,
United States,2019,1,01/05/2019,58305,53458,787,11634,1939,2411,1264,3455,907,1087,665,13843,2884,,,,,,,,,,,,,
United States,2019,2,01/12/2019,58363,53642,817,11864,1757,2450,1316,3611,934,1033,600,13600,3084,,,,,,,,,,,,,
United States,2019,3,01/19/2019,58220,53688,806,11853,1824,2607,1329,3385,955,1107,596,13596,3108,,,,,,,,,,,,,
United States,2019,4,01/26/2019,57910,53423,829,11709,1919,2446,1239,3442,917,1053,647,13718,2981,,,,,,,,,,,,,
United States,2019,5,02/02/2019,58153,53560,789,11731,1897,2520,1308,3387,922,1074,599,13741,3100,,,,,,,,,,,,,
United States,2019,6,02/09/2019,58525,53631,820,11693,1819,2579,1335,3510,946,1040,624,13634,2983,,,,,,,,,,,,,
United States,2019,7,02/16/2019,58004,53416,815,11671,1899,2557,1405,3420,923,1089,632,13714,2996,,,,,,,,,,,,,
United States,2019,8,02/23/2019,58009,53476,824,11748,1821,2516,1406,3496,936,1092,593,13532,3056,,,,,,,,,,,,,
United States,2019,9,03/02/2019,57975,53199,802,11531,1890,2372,1429,3429,862,1018,612,13886,3002,,,,,,,,,,,,,
United States,2019,10,03/09/2019,58547,53721,799,11828,1807,2460,1474,3437,938,1043,632,13792,3112,,,,,,,,,,,,,
United States,2019,11,03/16/2019,57921,53348,820,11736,1744,2467,1485,3478,941,1108,622,13542,3065,,,,,,,,,,,,,
United States,2019,12,03/23/2019,57100,52446,776,11510,1815,2390,1418,3380,929,1076,568,13405,2977,,,,,,,,,,,,,
United States,2019,13,03/30/2019,56680,52066,833,11437,1786,2457,1317,3400,917,996,620,13248,3041,,,,,,,,,,,,,
United States,2019,14,04/06/2019,56602,51788,775,11458,1737,2439,1223,3338,829,1020,609,13223,2989,,,,,,,,,,,,,
United States,2019,15,04/13/2019,55496,50702,776,11306,1759,2245,1114,3340,898,997,629,12768,2965,,,,,,,,,,,,,
United States,2019,16,04/20/2019,54472,49957,768,11237,1657,2282,1034,3221,845,1010,586,12940,2848,,,,,,,,,,,,,
United States,2019,17,04/27/2019,53661,49080,732,11187,1710,2246,1006,3088,869,976,572,12561,2811,,,,,,,,,,,,,
United States,2019,18,05/04/2019,53991,49257,729,11334,1665,2210,939,3012,878,996,566,12515,2913,,,,,,,,,,,,,
United States,2019,19,05/11/2019,53482,48720,728,11347,1677,2151,866,3117,829,954,580,12348,2777,,,,,,,,,,,,,
United States,2019,20,05/18/2019,53579,48936,680,11513,1644,2208,834,2978,812,963,625,12494,2761,,,,,,,,,,,,,
United States,2019,21,05/25/2019,53697,48922,673,11634,1634,2202,803,3051,789,901,610,12463,2707,,,,,,,,,,,,,
United States,2019,22,06/01/2019,52728,47756,681,11283,1508,2226,813,2977,818,967,516,12183,2736,,,,,,,,,,,,,
United States,2019,23,06/08/2019,53142,47999,683,11205,1684,2245,805,2974,799,926,586,12136,2721,,,,,,,,,,,,,
United States,2019,24,06/15/2019,52648,47884,677,11471,1624,2228,757,2908,832,988,585,12045,2588,,,,,,,,,,,,,
United States,2019,25,06/22/2019,52292,47484,656,11329,1566,2143,756,2800,775,984,559,11982,2772,,,,,,,,,,,,,
United States,2019,26,06/29/2019,52212,47300,682,11420,1553,2110,767,2800,782,900,619,12036,2683,,,,,,,,,,,,,
United States,2019,27,07/06/2019,52344,47039,692,11183,1583,2154,728,2765,771,863,607,12140,2694,,,,,,,,,,,,,
United States,2019,28,07/13/2019,51936,46926,693,11361,1529,2122,685,2796,732,991,601,11844,2685,,,,,,,,,,,,,
United States,2019,29,07/20/2019,51653,46685,656,11290,1632,2097,687,2701,746,930,613,11658,2644,,,,,,,,,,,,,
United States,2019,30,07/27/2019,51663,46656,693,11377,1534,2147,697,2609,788,927,573,11730,2647,,,,,,,,,,,,,
United States,2019,31,08/03/2019,51412,46552,681,11422,1506,2148,723,2590,810,892,587,11812,2649,,,,,,,,,,,,,
United States,2019,32,08/10/2019,51749,46639,632,11336,1558,2121,689,2608,788,909,646,11610,2646,,,,,,,,,,,,,
United States,2019,33,08/17/2019,51026,46106,631,11345,1494,2066,672,2543,757,929,598,11577,2691,,,,,,,,,,,,,
United States,2019,34,08/24/2019,51024,46083,651,11429,1483,2160,645,2617,695,869,562,11474,2672,,,,,,,,,,,,,
United States,2019,35,08/31/2019,51164,46298,675,11413,1454,2131,689,2520,724,844,592,11567,2725,,,,,,,,,,,,,
United States,2019,36,09/07/2019,51838,46652,658,11384,1438,2178,677,2569,768,924,624,11682,2636,,,,,,,,,,,,,
United States,2019,37,09/14/2019,51636,46795,713,11409,1545,2174,637,2659,727,853,569,11702,2801,,,,,,,,,,,,,
United States,2019,38,09/21/2019,51760,46972,640,11276,1541,2193,691,2601,802,926,585,11707,2664,,,,,,,,,,,,,
United States,2019,39,09/28/2019,52762,47899,750,11676,1599,2181,705,2667,800,943,651,11765,2835,,,,,,,,,,,,,
United States,2019,40,10/05/2019,52564,47544,670,11446,1589,2305,659,2626,857,954,627,11739,2773,,,,,,,,,,,,,
United States,2019,41,10/12/2019,53092,48205,750,11631,1534,2306,720,2654,804,945,646,11888,2813,,,,,,,,,,,,,
United States,2019,42,10/19/2019,54342,49503,723,11686,1622,2347,769,2757,831,971,649,12503,2861,,,,,,,,,,,,,
United States,2019,43,10/26/2019,54052,49361,726,11644,1617,2405,758,2698,810,992,618,12380,2954,,,,,,,,,,,,,
United States,2019,44,11/02/2019,54087,49201,723,11591,1660,2322,781,2823,841,969,623,12075,2939,,,,,,,,,,,,,
United States,2019,45,11/09/2019,55707,50771,782,11807,1689,2442,807,2716,876,1059,684,12643,2956,,,,,,,,,,,,,
United States,2019,46,11/16/2019,55893,51107,740,11636,1727,2497,864,2826,849,1036,664,12892,2982,,,,,,,,,,,,,
United States,2019,47,11/23/2019,56200,51396,726,11641,1707,2494,805,2935,886,1025,679,12945,3180,,,,,,,,,,,,,
United States,2019,48,11/30/2019,55471,50688,713,11316,1731,2541,823,2882,901,1028,674,12953,3006,,,,,,,,,,,,,
United States,2019,49,12/07/2019,57308,52381,814,11448,1840,2576,988,3118,840,1034,661,13528,3079,,,,,,,,,,,,,
United States,2019,50,12/14/2019,57665,52751,798,11571,1786,2656,1013,3132,898,1073,715,13143,3098,,,,,,,,,,,,,
United States,2019,51,12/21/2019,57429,52657,757,11633,1782,2594,1047,3259,909,1062,780,13214,3178,,,,,,,,,,,,,
United States,2019,52,12/28/2019,58466,53564,863,11472,1892,2576,1115,3346,951,1058,795,13784,3082,,,,,,,,,,,,,
Alabama,2014,1,01/04/2014,1057,992,26,196,29,38,38,66,17,21,25,264,51,,,,,,,,,,,,,
Alabama,2014,2,01/11/2014,1077,991,30,203,25,46,37,81,18,23,35,250,49,,,,,,,,,,,,,
Alabama,2014,3,01/18/2014,1048,975,21,210,34,31,34,77,19,24,19,243,60,,,,,,,,,,,,,
Alabama,2014,4,01/25/2014,1022,967,25,205,23,25,42,74,16,22,35,249,53,,,,,,,,,,,,,
Alabama,2014,5,02/01/2014,1041,954,18,200,26,38,26,69,15,18,24,269,50,,,,,,,,,,,,,
Alabama,2014,6,02/08/2014,992,910,24,180,25,31,31,71,19,21,24,235,45,,,,,,,,,,,,,
Alabama,2014,7,02/15/2014,941,884,26,191,19,23,27,72,17,13,26,221,50,,,,,,,,,,,,,
Alabama,2014,8,02/22/2014,990,933,15,232,28,37,21,53,14,20,25,242,57,,,,,,,,,,,,,
Alabama,2014,9,03/01/2014,959,876,16,202,28,29,28,60,19,19,28,219,48,,,,,,,,,,,,,
Alabama,2014,10,03/08/2014,989,903,18,184,27,25,20,45,21,18,27,253,59,,,,,,,,,,,,,
Alabama,2014,11,03/15/2014,976,911,20,201,25,37,16,60,24,17,34,242,51,,,,,,,,,,,,,
Alabama,2014,12,03/22/2014,937,869,23,176,24,34,17,46,,15,17,241,47,,,,,,,,,Suppressed (counts 1-9),,,,
Alabama,2014,13,03/29/2014,927,876,27,214,25,34,,64,13,22,17,228,46,,,,,,,Suppressed (counts 1-9),,,,,,
Alabama,2014,14,04/05/2014,951,876,24,194,17,31,11,64,16,21,20,210,38,,,,,,,,,,,,,
Alabama,2014,15,04/12/2014,924,862,15,185,31,29,16,47,17,11,24,239,63,,,,,,,,,,,,,
Alabama,2014,16,04/19/2014,986,922,19,215,28,40,15,47,14,20,16,237,56,,,,,,,,,,,,,
Alabama,2014,17,04/26/2014,914,848,11,187,23,24,18,61,15,28,19,236,44,,,,,,,,,,,,,
Alabama,2014,18,05/03/2014,939,861,19,199,34,23,15,50,12,14,13,233,59,,,,,,,,,,,,,
Alabama,2014,19,05/10/2014,918,858,23,176,25,44,20,53,11,22,21,236,35,,,,,,,,,,,,,
Alabama,2014,20,05/17/2014,931,864,19,192,19,43,18,49,14,27,26,227,61,,,,,,,,,,,,,
Alabama,2014,21,05/24/2014,899,845,25,172,21,26,,63,10,18,15,223,65,,,,,,,Suppressed (counts 1-9),,,,,,
Alabama,2014,22,05/31/2014,940,879,18,188,20,26,11,61,16,12,21,251,59,,,,,,,,,,,,,
Alabama,2014,23,06/07/2014,941,845,23,197,14,32,13,63,16,19,27,221,44,,,,,,,,,,,,,
Alabama,2014,24,06/14/2014,877,808,14,186,26,33,20,59,,14,24,202,48,,,,,,,,,Suppressed (counts 1-9),,,,
Alabama,2014,25,06/21/2014,849,785,17,182,27,34,17,50,16,18,16,222,47,,,,,,,,,,,,,
Alabama,2014,26,06/28/2014,848,782,11,189,19,29,16,55,16,18,18,214,48,,,,,,,,,,,,,
Alabama,2014,27,07/05/2014,865,804,18,188,18,30,12,59,13,21,24,232,32,,,,,,,,,,,,,
Alabama,2014,28,07/12/2014,865,792,17,173,22,28,12,54,17,18,22,198,60,,,,,,,,,,,,,
Alabama,2014,29,07/19/2014,895,822,14,179,10,31,19,47,11,16,23,234,37,,,,,,,,,,,,,
Alabama,2014,30,07/26/2014,882,813,24,187,33,32,11,45,18,16,26,209,40,,,,,,,,,,,,,
Alabama,2014,31,08/02/2014,870,810,14,200,25,23,14,46,10,15,18,223,47,,,,,,,,,,,,,
Alabama,2014,32,08/09/2014,939,875,16,199,22,26,15,61,15,16,25,249,50,,,,,,,,,,,,,
Alabama,2014,33,08/16/2014,910,843,14,193,27,39,15,51,20,22,17,217,48,,,,,,,,,,,,,
Alabama,2014,34,08/23/2014,888,809,13,171,22,39,17,61,,15,25,203,49,,,,,,,,,Suppressed (counts 1-9),,,,
Alabama,2014,35,08/30/2014,860,790,15,200,15,36,15,47,14,15,29,197,35,,,,,,,,,,,,,
Alabama,2014,36,09/06/2014,885,803,11,175,17,34,,60,11,13,26,229,45,,,,,,,Suppressed (counts 1-9),,,,,,
Alabama,2014,37,09/13/2014,884,830,20,186,28,28,,56,13,21,26,217,43,,,,,,,Suppressed (counts 1-9),,,,,,
Alabama,2014,38,09/20/2014,902,837,12,200,20,42,18,52,,19,21,219,44,,,,,,,,,Suppressed (counts 1-9),,,,
Alabama,2014,39,09/27/2014,942,860,19,201,24,34,19,54,24,18,16,229,59,,,,,,,,,,,,,
Alabama,2014,40,10/04/2014,873,811,21,205,26,30,14,47,15,19,26,202,42,,,,,,,,,,,,,
Alabama,2014,41,10/11/2014,924,845,21,196,23,40,12,40,15,18,32,230,49,,,,,,,,,,,,,
Alabama,2014,42,10/18/2014,937,883,24,209,20,37,19,47,11,18,22,245,55,,,,,,,,,,,,,
Alabama,2014,43,10/25/2014,915,850,22,202,18,56,14,54,14,,22,230,43,,,,,,,,,,Suppressed (counts 1-9),,,
Alabama,2014,44,11/01/2014,973,906,19,205,23,35,13,47,16,20,16,258,51,,,,,,,,,,,,,
Alabama,2014,45,11/08/2014,905,832,18,182,27,36,18,54,14,18,26,232,43,,,,,,,,,,,,,
Alabama,2014,46,11/15/2014,980,913,17,196,26,34,14,55,22,23,28,275,48,,,,,,,,,,,,,
Alabama,2014,47,11/22/2014,957,893,13,155,26,56,25,61,22,25,24,248,56,,,,,,,,,,,,,
Alabama,2014,48,11/29/2014,986,903,16,185,25,36,23,70,20,24,22,254,48,,,,,,,,,,,,,
Alabama,2014,49,12/06/2014,995,942,25,207,31,57,20,65,16,18,29,258,46,,,,,,,,,,,,,
Alabama,2014,50,12/13/2014,1036,975,23,197,28,50,28,66,18,16,31,278,54,,,,,,,,,,,,,
Alabama,2014,51,12/20/2014,1117,1036,27,191,29,48,26,73,22,23,25,291,67,,,,,,,,,,,,,
Alabama,2014,52,12/27/2014,1067,1000,24,202,25,46,40,73,23,16,23,273,50,,,,,,,,,,,,,
Alabama,2014,53,01/03/2015,1104,1036,27,205,26,45,44,67,20,27,24,295,53,,,,,,,,,,,,,
Alabama,2015,1,01/10/2015,1139,1069,22,200,36,59,48,73,30,26,20,273,48,,,,,,,,,,,,,
Alabama,2015,2,01/17/2015,1140,1066,23,212,33,50,41,74,30,29,30,276,69,,,,,,,,,,,,,
Alabama,2015,3,01/24/2015,1043,965,29,178,28,61,26,63,18,25,24,257,61,,,,,,,,,,,,,
Alabama,2015,4,01/31/2015,1076,999,22,207,24,50,22,74,21,24,12,259,58,,,,,,,,,,,,,
Alabama,2015,5,02/07/2015,1110,1042,34,202,28,47,34,68,23,24,28,290,48,,,,,,,,,,,,,
Alabama,2015,6,02/14/2015,1070,998,18,194,20,46,37,69,19,34,24,280,48,,,,,,,,,,,,,
Alabama,2015,7,02/21/2015,1067,1002,15,191,26,42,23,82,18,21,21,280,63,,,,,,,,,,,,,
Alabama,2015,8,02/28/2015,1102,1043,23,192,25,62,39,87,21,17,33,283,67,,,,,,,,,,,,,
Alabama,2015,9,03/07/2015,1207,1120,32,208,32,54,24,82,22,30,25,313,51,,,,,,,,,,,,,
Alabama,2015,10,03/14/2015,1103,1014,19,218,23,51,33,84,19,17,19,265,63,,,,,,,,,,,,,
Alabama,2015,11,03/21/2015,1004,924,26,188,27,49,27,61,13,20,23,257,50,,,,,,,,,,,,,
Alabama,2015,12,03/28/2015,984,915,24,194,18,42,19,76,15,19,15,241,53,,,,,,,,,,,,,
Alabama,2015,13,04/04/2015,955,875,10,167,21,39,22,74,21,23,17,245,51,,,,,,,,,,,,,
Alabama,2015,14,04/11/2015,975,910,13,209,28,42,27,74,17,15,23,238,52,,,,,,,,,,,,,
Alabama,2015,15,04/18/2015,904,833,27,174,12,22,23,53,14,16,26,241,49,,,,,,,,,,,,,
Alabama,2015,16,04/25/2015,1000,923,16,214,20,31,22,61,13,17,23,271,44,,,,,,,,,,,,,
Alabama,2015,17,05/02/2015,983,914,27,202,19,49,22,69,13,20,20,235,61,,,,,,,,,,,,,
Alabama,2015,18,05/09/2015,920,843,12,188,21,35,15,71,15,11,23,227,40,,,,,,,,,,,,,
Alabama,2015,19,05/16/2015,924,855,17,207,23,48,12,63,15,14,18,218,60,,,,,,,,,,,,,
Alabama,2015,20,05/23/2015,911,848,19,197,14,40,22,61,23,26,19,215,52,,,,,,,,,,,,,
Alabama,2015,21,05/30/2015,912,825,16,204,19,44,15,60,17,18,16,202,50,,,,,,,,,,,,,
Alabama,2015,22,06/06/2015,901,826,16,202,21,39,12,49,20,20,17,221,60,,,,,,,,,,,,,
Alabama,2015,23,06/13/2015,906,826,21,177,19,35,14,53,12,26,17,226,48,,,,,,,,,,,,,
Alabama,2015,24,06/20/2015,903,822,10,201,21,30,10,54,19,28,21,227,47,,,,,,,,,,,,,
Alabama,2015,25,06/27/2015,931,846,14,188,18,37,16,70,21,17,25,245,40,,,,,,,,,,,,,
Alabama,2015,26,07/04/2015,906,827,18,186,24,37,11,47,11,13,20,226,52,,,,,,,,,,,,,
Alabama,2015,27,07/11/2015,927,848,12,169,23,39,20,58,19,12,17,233,61,,,,,,,,,,,,,
Alabama,2015,28,07/18/2015,919,854,22,186,16,50,18,51,10,19,23,223,65,,,,,,,,,,,,,
Alabama,2015,29,07/25/2015,920,840,16,182,19,34,16,54,13,22,19,235,47,,,,,,,,,,,,,
Alabama,2015,30,08/01/2015,903,820,13,174,21,39,,57,13,14,28,246,54,,,,,,,Suppressed (counts 1-9),,,,,,
Alabama,2015,31,08/08/2015,911,819,22,188,19,42,14,57,10,14,27,212,56,,,,,,,,,,,,,
Alabama,2015,32,08/15/2015,961,874,22,200,27,40,16,45,13,15,28,219,71,,,,,,,,,,,,,
Alabama,2015,33,08/22/2015,866,806,21,180,29,30,,61,13,11,23,220,54,,,,,,,Suppressed (counts 1-9),,,,,,
Alabama,2015,34,08/29/2015,920,848,23,189,19,41,21,58,18,15,24,231,44,,,,,,,,,,,,,
Alabama,2015,35,09/05/2015,932,851,21,185,19,44,18,46,14,15,27,236,57,,,,,,,,,,,,,
Alabama,2015,36,09/12/2015,963,881,18,195,23,35,16,69,13,,25,235,58,,,,,,,,,,Suppressed (counts 1-9),,,
Alabama,2015,37,09/19/2015,908,829,18,196,18,34,11,36,12,14,17,259,54,,,,,,,,,,,,,
Alabama,2015,38,09/26/2015,951,872,18,213,27,50,11,52,19,23,14,237,50,,,,,,,,,,,,,
Alabama,2015,39,10/03/2015,896,845,16,204,29,39,15,42,12,17,15,239,47,,,,,,,,,,,,,
Alabama,2015,40,10/10/2015,964,889,17,198,19,39,13,58,14,18,25,237,61,,,,,,,,,,,,,
Alabama,2015,41,10/17/2015,869,802,12,190,22,27,12,50,19,14,24,220,44,,,,,,,,,,,,,
Alabama,2015,42,10/24/2015,966,900,18,199,30,49,19,51,14,16,23,257,61,,,,,,,,,,,,,
Alabama,2015,43,10/31/2015,958,886,17,199,23,45,28,48,17,21,19,236,60,,,,,,,,,,,,,
Alabama,2015,44,11/07/2015,872,807,26,186,24,33,17,47,16,20,24,220,57,,,,,,,,,,,,,
Alabama,2015,45,11/14/2015,938,867,21,183,22,45,15,60,16,21,26,232,40,,,,,,,,,,,,,
Alabama,2015,46,11/21/2015,1010,940,18,181,29,41,21,81,11,21,25,264,66,,,,,,,,,,,,,
Alabama,2015,47,11/28/2015,1003,930,20,189,29,58,19,58,13,17,23,245,58,,,,,,,,,,,,,
Alabama,2015,48,12/05/2015,968,903,19,200,28,47,15,53,12,17,19,258,59,,,,,,,,,,,,,
Alabama,2015,49,12/12/2015,1022,947,18,195,19,55,17,74,18,15,22,271,54,,,,,,,,,,,,,
Alabama,2015,50,12/19/2015,989,920,16,202,31,42,11,69,15,21,13,268,62,,,,,,,,,,,,,
Alabama,2015,51,12/26/2015,1066,986,23,224,15,48,33,63,17,27,35,255,55,,,,,,,,,,,,,
Alabama,2015,52,01/02/2016,983,915,27,166,25,40,17,66,16,26,26,246,80,,,,,,,,,,,,,
Alabama,2016,1,01/09/2016,1008,938,13,211,32,44,26,62,14,15,22,256,58,,,,,,,,,,,,,
Alabama,2016,2,01/16/2016,1043,955,22,198,28,51,19,69,19,22,15,254,58,,,,,,,,,,,,,
Alabama,2016,3,01/23/2016,1029,953,20,191,26,59,20,72,11,22,20,254,60,,,,,,,,,,,,,
Alabama,2016,4,01/30/2016,1020,944,15,210,28,50,16,75,19,25,24,231,63,,,,,,,,,,,,,
Alabama,2016,5,02/06/2016,1103,1043,23,212,32,44,21,82,14,25,18,289,55,,,,,,,,,,,,,
Alabama,2016,6,02/13/2016,1098,1011,24,210,26,52,21,74,17,23,19,287,67,,,,,,,,,,,,,
Alabama,2016,7,02/20/2016,1114,1037,21,201,24,55,24,76,10,25,23,288,71,,,,,,,,,,,,,
Alabama,2016,8,02/27/2016,962,878,20,205,23,45,27,62,,21,20,240,50,,,,,,,,,Suppressed (counts 1-9),,,,
